Main,Unnamed: 1
,bapinizeumab
,verubecestat
,Neurochem tramiprosate
,Medivation latrepirdine 
,Axonyx - phenserine?
,Anavex
,Athira
,Cortexzyme
,Vivoryon
,Cognition Therapeutics
,intepirdine
,gantenerumab
,Neurotrope
,Annovis
,crenezumab
,ACIU
,BioXCel
,VTV Therapeutics
,Prana
,BioVie
,TauRx Therapeutics
,semorinemab 
,troriluzole
,statins
,solanezumab
,Victoza
,Focused Ultrasound
,Tacrine
,idalopirdine
