Main,Unnamed: 1,Unnamed: 2
,Brand,SRP-9004
,Generic,
,Indication,LGMD 2D/R3 (alpha-sarcoglynopathy)
,Clinical Trials,
,,"Phase I ""DISCOVERY, 102"" n=? LGMD 2D/R3, open-label single-arm"
,,ages 4+
