Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,10.0,
,,,,,,,,,Shares,27.999522,Q224
,,,,,,,,,MC,279.99522,
,,,,,,,,,Cash,19.906,Q224
,,,,,,,,,Debt,4.491,Q224
,,,,,,,,,EV,264.58022,
