Main,Unnamed: 1,Unnamed: 2
,Brand,
,Generic,bemarituzumab 
,Indication,gastric cancer
,Economics,
,Mechanism,FGFR2b mab
,Clinical Trials,
,,"Phase III ""FORTITUDE-101"" with chemotherapy 1L Gastric - results 1H25"
,,
,,
,,"Phase III ""FORTITUDE-102"" with chemotherapy+PD-1 1L Gastric - 2H25 results"
,,
,,
,,"Phase Ib/II ""FORTITUDE-103"" 1L GC"
,,
,,
,,"Phase Ib/II ""FORTITUDE-301"" basket study"
