Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Brand,Indication,Approval,,,,,Price,14.46,
,Zoryve (roflumilast) cream,Psoriasis,2022-07-29 00:00:00,,,,,Shares,119.201724,Q125
,,,,,,,,MC,1723.65692904,
,,,,,,,,Cash,198.705,Q125
,,,,,,,,Debt,107.618,Q125
,,,,,,,,EV,1632.56992904,
,,,,,,,,,,
,,,,,,,,PIC,1289.789,Q125
,,,,,,,,AD,1147.003,Q125
,,,,,,,,,,
,,,,,,,,,300.0,693.9182296874998
,,,,,,,,2/4/2020 IPO,167.2,336.29892174999986
,,,,,,,,2020-10-01 00:00:00,93.4,187.86076131249996
,,,,,,,,2021-02-01 00:00:00,207.5,362.9187968749999
,,,,,,,,2022-08-01 00:00:00,161.6,245.77339999999992
,,,,,,,,2023-10-01 00:00:00,18.75,24.796874999999996
,,,,,,,,2024-02-28 00:00:00,161.7,185.95499999999998
