Main,Unnamed: 1,Unnamed: 2
,Brand,Padcev
,Generic,enfortumab vedotin
,MOA,Nectin-4 ADC
,Indication,Urothelial carcinoma
,Economics,"SGEN, 4503"
,Clinical Trials,
,,Phase Ib/2 KEYNOTE-869/EV-103 1L UC - NCT03288545
,,Priority review for BLA
