Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,Price,1.64,
,,,,,,,,,,Shares,46.825381,Q224
,,,,,,,,,,MC,76.79362483999999,
,,,,,,,,,,Cash,18.442514,Q224
,,,,,,,,,,Debt,0.0,Q224
,,,,,,,,,,EV,58.35111083999999,
