Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,Brand,"Mounjaro, Zepbound, fka LY3298176",,,,,,
,Generic,tirzepatide,,,,,,
,Indication,Type 2 Diabetes,,,,,,
,,,FDA approval 5/13/2022,,,,,
,,Obesity,,,,,,
,,,FDA approved Zepbound 11/8/2023,,,,,
,,Obstructive Sleep Apnea (OSA),,,,,,
,,,FDA approval 12/20/2024,,,,,
,,Heart Failure,,,,,,
,,,filed with FDA/EMA,,,,,
,MOA,GIP/GLP-1 agonist,,,,,,
,Pricing,"LillyDirect $399 for 2.5mg, $549 for 5mg",,,,,,
,Rx,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Clinical Trials,,,,,,,
,,"Phase II ""SYNERGY-NASH""",,,,,,
,,74% absence of MASH with no worse fibrosis at 52 weeks vs. 13% for placebo,,,,,,
,,,,,,,,
,,"Phase III ""SURMOUNT-OSA"" 10mg or 15mg vs. placebo - NCT05412004",,,,,,
,,42% remission vs. 16% for placebo,,,,,,
,,,,,,,,
,,"Phase III ""SURMOUNT-1"" 176-week n=1032 pre-diabetes - NEJM 72 week data - NCT04184622",,,,,,
,,23% body weight decrease with 15mg vs. 2.1% for placebo.,,,,,,
,,Reduced risk of progression to T2D by 94%.,,,,,,
,,,,,,,,
,,"Phase III ""SURMOUNT-5"" vs. Wegovy n=751 obesity without diabetes - NCT05822830",,,,,,
,,20.2% (50.3lbs) vs. 13.7% (33.1lbs) at 72 weeks,,,,,,
,,,,,,,,
,,"Phase III ""SUMMIT"" n=731 HFpEF and obesity - NEJM 2024, AHA 2024 - NCT04847557",,,,,,
,,38% reduction in HF outcomes vs. placebo,,,,,,
,,  9.9% vs. 15.3% for placebo,,,,,,
,,"Hospitalization: 3.3% vs. 7.1%, urgent visit: 1.4% vs. 3.3%",,,,,,
,,CV death: 2.2% vs. 1.4% (wrong direction),,,,,,
,,,,,,,,
,,"Phase III ""SURMOUNT-MMO"" n=15374",,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,Rx,,,,,,,
,tirzepatide,TRx,Total $,Q Total $,q/q,Revenue,q/q,cap
,2025-06-01 00:00:00,4002,5829,17010,0.2331448455850369,7054,0.1462463438414039,0.41469723691945914
,2025-05-01 00:00:00,3959,5826,,,,,
,2025-04-01 00:00:00,3641,5355,,,,,
,2025-03-01 00:00:00,3440,5035,13794,0.1167422279792747,6154,0.13187419532830602,0.4461360011599246
,2025-02-01 00:00:00,2960,4345,,,,,
,2025-01-01 00:00:00,3000,4414,,,,,
,2024-12-01 00:00:00,2916,4260,12352,0.17862595419847338,5437,0.24388011896591166,0.44017163212435234
,2024-11-01 00:00:00,2735,4048,,,,,
,2024-10-01 00:00:00,2745,4044,,,,,
,2024-09-01 00:00:00,,3537,10480,0.2365781710914454,4371,0.008537148131056771,0.41708015267175574
,2024-08-01 00:00:00,,3572,,,,,
,2024-07-01 00:00:00,,3371,,,,,
,2024-06-01 00:00:00,,3043,8475,0.2662483191393994,4334,0.8648881239242685,0.5113864306784661
,2024-05-01 00:00:00,,2984,,,,,
,2024-04-01 00:00:00,,2448,,,,,
,2024-03-01 00:00:00,,2246,6693,,2324,,0.3472284476318542
,2024-02-01 00:00:00,,2159,,,,,
,2024-01-01 00:00:00,,2288,,,,,
