Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,Topicus,,,,,,,,,,,,Price CAD,2651.82,
,Altera - 72m,,,,,,,,,,,,Shares,21.19153,Q422
,,,,,,,,,,,,,MC CAD,56196.1230846,
,,,,,,,,,,,,,Cash USD,811.0,Q422
,,,,,,,,,,,,,Debt USD,1974.0,Q422
,,,,,,,,,,,,,EV CAD,57359.1230846,
