Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Revenue,,,,43.813,46.524,48.561,,31.56,37.167,44.117,,
,COGS,,,,15.648,16.445,18.3,,10.975,12.787,15.181,,
,Gross Profit,,,,28.165000000000003,30.079,30.261,,20.585,24.380000000000003,28.936,,
,SG&A,,,,34.846,31.706,32.792,,36.88,28.941,32.792,,
,R&D,,,,6.479,6.533,5.488,,5.82,4.273,5.488,,
,Operating Expenses,,,,41.324999999999996,38.239,38.28,0,42.7,33.214,38.28,,
,Operating Income,,,,-2.9519999999999995,-2.9519999999999995,-8.019000000000002,0,-22.115000000000002,-8.833999999999996,-9.344000000000001,,
,Interest Income,,,,0.4169999999999998,-4.793,-4.793,,-0.9319999999999999,-6.93,-7.409,,
,Pretax Income,,,,-2.5349999999999997,-7.744999999999999,-12.812000000000001,0,-23.047,-15.763999999999996,-16.753,,
,Taxes,,,,0.819,0.83,0.925,,2.505,0.438,0.428,,
,Net Income,,,,-3.3539999999999996,-8.575,-13.737000000000002,,-25.552,-16.201999999999995,-17.181,,
,EPS,,,,-0.137134205036407,-0.3474738931619285,-0.5362780360160847,,-0.9804040437216003,-0.5830549169933049,-0.6156825648057771,,
,Shares,,,,24.457793,24.678113,25.615444,,26.062724,27.78812,27.905614,,
,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,-0.2796658526008263,-0.2011220015475883,-0.0915137661909764,,
,Gross Margin,,,,,,,,0.6522496831432193,0.6559582425269729,0.6558922864202009,,
,,,,,,,,,,,,,
,CFFO,,,,,,-48.854,,,,-25.306,,
,,,,,,,-3.549,,,,-4.11,,
