Main,Unnamed: 1,Unnamed: 2
,Brand Name,Invokana
,Generic Name,canagliflozin
,Indication,Type 2 Diabetes
,Economics,Mitsubishi Tanabe
,Mechanism,SGLT2
,Clinical Trials,
,,Phase III vs Januvia n=475
,,
,,"Phase III ""CANVAS"" n=4500 CV study"
