Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Units,,,,,,113,112,124,70,100,,
,Bookings,,,,,,4500,2602,9186,3611,5567,,
,,,,,,,,,,,,,
,Revenue,,,,,,6902,6673,7237,5290,6243,,
,COGS,,,,,,3358.3,,,,3030.6,,
,Gross Profit,,,,,,3543.7,,,,3212.4,,
,R&D,,,,,,999.9,,,,1100.6,,
,SG&A,,,,,,281.1,,,,277,,
,Operating Expenses,,,,,,1281,0,0,0,1377.6,,
,Operating Income,,,,,,2262.7,0,0,0,1834.8000000000002,,
,,,,,,,,,,,-11.9,,
,,,,,,,,,,,1822.9,,
,,,,,,,,,,,291.6,,
,,,,,,,,,,,1531.3000000000002,,
