Main,Unnamed: 1,Unnamed: 2
,Brand,
,Generic,sebetralstat
,Mechanism,plasma kallikrein inhibitor. Kallikreins are proteases.
,Competition,Takeda's lanadelumab (active plasma kallikrein mab); Biocryst berotralstat (plasma kallikrein inhibitor)
,Regulatory,NDA filed. PDUFA 6/17/25.
,Clinical Trials,
,,"Phase III ""KONFIDENT"" n=136 HAE - NEJM 2024, NCT05259917"
,,"1.61 hours for 300mg, 1.79 hours for 600mg, 6.72 hours for placebo."
,,
,,
,,Phase III lanadelumab
,,Baseline ~3.5 attacks/month
,,Attacks per month 3.5 --> 1.97 for placebo
,,"0.48, 0.53 and 0.26 for 150mg q4w, 300mg q4w, 300mg q2w."
