Main,Unnamed: 1,Unnamed: 2,Unnamed: 3
,,2023.0,2024.0
,Premiums,,70799.0
,NIC,,2832.0
,Fees,,1477.0
,Revenue,,75108.0
,Claims,,49060.0
,PAC,,5383.0
,Other Underwriting,,9462.0
,COGS,,63905.0
,Gross Profit,,11203.0
,Other Expenses,,475.0
,Operating Income,,10728.0
,Interest,,-279.0
,Pretax Income,,10449.0
,Taxes,,2233.0
,Net Income,,8216.0
,EPS,,13.979921728773183
,Shares,,587.7
,,,
,Underwriting Margin,,0.1491585450284923
,,,
,Cash,,80250.0
,Yield,,0.035289719626168226
,Net Cash,,41193.0
,,,
,CFFO,10643.0,15119.0
