Main,Unnamed: 1,Unnamed: 2
,Brand,"Omvoh, LY3074828"
,Generic,mirikizumab
,Regulatory,BLA 761279 FDA Approved 10/2023. Originally received a CRL 3/30/2023.
,,"EU, JP approved"
,Indications,"Ulcerative Colitis FDA approved 10/2023, EU approved 2023, Japan approved 2023"
,,"Crohn's disease FDA filed, PDUFA 1H25; CHMP recommended"
,,
,Dosing,q4w
,Mechanism of Action,p19 subunit antibody
,Clinical Trials,
,,"Phase III ""LUCENT"""
,,24% remission at 12 weeks
,,
,,
,,
,,"Phase III ""VIVID-1"" vs. Stelara in Crohn's - Lancet"
,,"52 week histological response: 58% vs. 49%, p=0.0075."
,,
,,
,,Study I6T-MC-AMAN (AMAN) - IV induction q4w - 12 weeks
,,
,,
,,Study I6T-MC-AMBG (AMBG) - SC maintenance q4w - 40 weeks
