Main,Unnamed: 1,Unnamed: 2
,Brand,APG777
,Indication,"AD, Asthma, EoE"
,Mechanism,IL-13 mab
,,  Ebglyss (lebrikizumab)
,Administration,subcutaneous
,Clinical Trials,
,,"Phase II ""APEX"" atopic dermatitis"
,,EASI at week 16 -71% vs. -34% for placebo
