Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,Price,360.1,
,,,,,,,Shares,247.873415,Q424
,,,,,,,MC,89259.2167415,
,,,,,,,Cash,4395.839,Q424
,,,,,,,Debt,743.983,Q424
,,,,,,,EV,85607.3607415,
