Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
,Operating Income,,,-40.888000000000005,-44.426,-37.68400000000001,-33.315000000000005,-25.161999999999992,-24.429000000000002,50.67922758620689,58.13205517241379,65.5848827586207,73.03771034482759,,,,,-120.59000000000003,247.43387586206896,299.3151724137931,387.68441379310343,499.42874482758606,613.6816220689655,718.3222063448276,790.1544269793103,869.1698696772416,,,,,,,,,,,,,,,
,Interest,,,1.9339999999999997,1.9760000000000004,2.739,2.021,1.6750000000000003,1.308,,,,,,,,,7.743,0.0,24.74425503448276,37.706632132413795,54.72227396943448,76.88831472131531,104.51111219292653,137.42444493443668,174.52759981098657,,,,,,,,,,,,,,,
,Pretax,,,-38.95400000000001,-42.45,-34.945000000000014,-31.294000000000004,-23.48699999999999,-23.121000000000002,50.67922758620689,58.13205517241379,65.5848827586207,73.03771034482759,,,,,-112.84700000000004,247.43387586206896,324.05942744827587,425.39104592551723,554.1510187970206,690.5699367902807,822.8333185377542,927.578871913747,1043.6974694882283,,,,,,,,,,,,,,,
,Taxes,,,0,0,-0.061,0,0,0,10.135845517241378,11.626411034482759,13.11697655172414,14.607542068965518,,,,,-0.061,49.486775172413786,64.81188548965518,85.07820918510345,110.83020375940413,138.11398735805616,164.56666370755084,185.5157743827494,208.73949389764567,,,,,,,,,,,,,,,
,Net Income,,,-38.95400000000001,-42.45,-34.884000000000015,-31.294000000000004,-23.48699999999999,-23.121000000000002,40.543382068965514,46.505644137931036,52.46790620689656,58.43016827586207,,,,,-112.78600000000003,197.94710068965517,259.2475419586207,340.3128367404138,443.32081503761646,552.4559494322245,658.2666548302034,742.0630975309975,834.9579755905827,417.47898779529135,208.73949389764567,104.36974694882284,52.18487347441142,26.09243673720571,13.046218368602855,6.523109184301427,3.2615545921507136,1.6307772960753568,0.8153886480376784,0.4076943240188392,0.2038471620094196,0.1019235810047098,0.0509617905023549,0.02548089525117745
,EPS,,,-1.2720736819143088,-1.328878194836834,-0.9881969612178588,-0.8273750686515878,-0.6119279761788138,-0.5995968922618963,1.051411525900195,1.2060308679443414,1.360650209988488,1.5152695520326342,,,,,-3.0062886076912325,5.133362155865659,6.723066497336815,8.825332784325166,11.496638682218146,14.326840118989539,17.070829138697473,19.24392228458209,21.65296515433578,,,,,,,,,,,,,,,
,Shares,,,30.62244,31.944237,35.300655,37.823233,38.381968,38.560907,38.560907,38.560907,38.560907,38.560907,,,,,37.516690749999995,38.560907,38.560907,38.560907,38.560907,38.560907,38.560907,38.560907,38.560907,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,24.087591240875913,4.068702290076336,1.81915969660567,1.1886409736308319,1.0937035534770128,0.6896551724137927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,0.8034410844629822,0.907175572519084,0.9401028463822698,0.9263725490196079,0.9326239660833784,0.9258132530120482,0.93,0.93,0.93,0.93,,,,,0.9298865152078368,0.93,0.93,0.9300000000000002,0.9299999999999999,0.93,0.9300000000000002,0.93,0.93,,Maturity,-0.5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discount,0.08,,,,,,,,,,,,
,Cash,,,,,,326.58000000000004,319.952,296.938,337.4813820689655,383.98702620689653,436.4549324137931,494.88510068965513,,,,,,494.88510068965513,754.1326426482758,1094.4454793886896,1537.766294426306,2090.2222438585304,2748.4888986887336,3490.5519962197313,4325.509971810314,,ROIC,0.05,,,,,,,,,,,,
,AR,,,,,,29.529,29.159,46.76,,,,,,,,,,,,,,,,,,,NPV,3284.885195261354,,,,,,,,,,,,
,Inventory,,,,,,4.728,5.379,5.1530000000000005,,,,,,,,,,,,,,,,,,,Share,85.59475621843154,,,,,,,,,,,,
,Other Receivables,,,,,,1.312,1.145,1.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepaids,,,,,,5.972,7.015,14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PPE,,,,,,2.241,2.393,2.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Intangibles,,,,,,3.667,8.567,8.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lease,,,,,,1.969,1.802,0.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other,,,,,,0.846,0.888,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Assets,,,,,,376.844,376.29999999999995,376.99100000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,43.526,54.543,64.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Payroll,,,,,,8.045,11.325,15.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Debt,,,,,,71.578,71.708,71.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OLTL,,,,,,1.449,1.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE,,,,,,252.246,237.484,224.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L+SE,,,,,,376.844,376.3,376.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
