Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0,2028.0,2029.0,2030.0,2031.0,,,,,,,,,,,,,,,,
,Bottles,,,1.7,17.4,26,37,41.4,58,68,78,88,98,,,,,162.4,332.0,,,,,,,,,,,,,,,,,,,,,,
,Price,,,1000,752.8735632183908,950.7692307692307,1102.7027027027027,1161.8357487922706,1144.8275862068965,1144.8275862068965,1144.8275862068965,1144.8275862068965,1144.8275862068965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Product,,,1.7,13.1,24.72,40.8,48.1,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,License,,,0.218,,2.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,,,1.918,13.1,27.613999999999997,40.8,48.118,66.4,77.84827586206896,89.29655172413793,100.7448275862069,112.19310344827585,,,,,182.932,380.0827586206896,475.10344827586204,570.1241379310344,684.1489655172412,786.7713103448274,865.4484413793102,951.9932855172414,1047.1926140689657,,,,,,,,,,,,,,,
,COGS,,,0.377,1.216,1.654,3.004,3.242,4.926,5.449379310344824,6.250758620689652,7.05213793103448,7.853517241379308,,,,,12.826,26.605793103448264,33.2572413793103,39.90868965517234,47.8904275862069,55.07399172413784,60.581390896551625,66.63952998620687,73.3034829848275,,,,,,,,,,,,,,,
,Gross Profit,,,1.541,11.884,25.959999999999997,37.796,44.876000000000005,61.474000000000004,72.39889655172414,83.04579310344828,93.69268965517242,104.33958620689654,,,,,170.106,353.47696551724135,441.84620689655173,530.2154482758621,636.2585379310343,731.6973186206895,804.8670504827586,885.3537555310345,973.8891310841382,,,,,,,,,,,,,,,
,R&D,,,12.105,13.305,12.066,12.319,12.128,16.873,,,,,,,,,53.38600000000001,0.0,,,,,,,,,,,,,,,,,,,,,,
,SG&A,,,30.324,43.005,51.578,58.792,57.91,69.03,21.71966896551724,24.913737931034483,28.107806896551725,31.30187586206896,,,,,237.31,106.0430896551724,142.5310344827586,142.5310344827586,136.82979310344825,118.0156965517241,86.54484413793102,95.19932855172414,104.71926140689658,,,,,,,,,,,,,,,
,Operating Expenses,,,42.429,56.31,63.644000000000005,71.111,70.038,85.903,21.71966896551724,24.913737931034483,28.107806896551725,31.30187586206896,,,,,290.696,106.0430896551724,142.5310344827586,142.5310344827586,136.82979310344825,118.0156965517241,86.54484413793102,95.19932855172414,104.71926140689658,,,,,,,,,,,,,,,
