Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,C-390 Millennium Multi-Mission Aircraft transport,,,,,Price,35.0,
,A-29 Super Tucano,,,,,Shares,185.11625,Q224
,,,,,,MC,6479.06875,
,,,,,,Cash,0.0,Q224
,,,,,,Debt,1307.2,Q224
,,,,,,EV,7786.26875,
