Main,Unnamed: 1,Unnamed: 2
,Brand,ZN-c3
,Generic,
,Indication,Oncology
,MOA,Wee1 inhibitor
,Safety,Hematological & GI tox
,Clinical Trials,
,,Phase Ib n=56 uterine
,,30% combination ORR
