Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Brand,,Economics,Peak,,,,Price,8.64,
,"Hukyndra, Simlandi (US), Adalacip",,"TEVA 40% royalty, Stada 40%",21,,,,Shares,267.92457,Q424
,"Ustekinumab BS (F), Uzpruvo",,,11,,,,MC,2314.8682848000003,
,,,,,,,,Cash,51.0,Q424
,AVT03,Xgeva/Prolia,,6.6,,,,Debt,1035.0,Q424
,AVT05,Simponi,,2,,,,EV,3298.8682848000003,
,AVT06,Eylea,,6.6,,,,,,
,AVT23,Xolair,,2,,,,Founded,2013.0,
,AVT16,Entyvio,,4,,,,,,
,AVT33,Keytruda,,30,,,,,,
