Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,2022.0,2023.0,2024.0
,GDV,,,,,,,,,,,,9800.0
,  Consumer Credit,,,,,,,,,,,,3634.0
,  Consumer Debit/Prepaid,,,,,,,,,,,,4865.0
,  Commercial Credit/Debit,,,,,,,,,,,,1258.0
,Switched,,,,,,,,,,,,159.4
,,,,,,,,,,,,,
,Cards,,,,,,,,,,,,2258.0
,,,,,,,,,,,,,
,Revenue,,6961,,,,8133,,,,22237.0,25098.0,28167.0
,G&A,,2418,,,,2766,,,,8078.0,8927.0,10193.0
,A&M,,184,,,,213,,,,789.0,825.0,815.0
,Operating Income,,4359,,,,5154,,,,13370.0,15346.0,17159.0
,Interest,,-84,,,,-109,,,,-410.0,-301.0,-319.0
,Pretax Income,,4275,,,,5045,,,,12960.0,15045.0,16840.0
,Taxes,,681,,,,971,,,,1802.0,2444.0,2380.0
,Net Income,,3594,,,,4074,,,,11158.0,12601.0,14460.0
,EPS,,3.8645161290322583,,,,4.481848184818482,,,,11.49124613800206,13.32029598308668,15.598705501618124
,Shares,,930,,,,909,,,,971.0,946.0,927.0
,,,,,,,,,,,,,
,Revenue y/y,,,,,,0.1683666139922424,,,,,0.1286594414714215,0.12228065981353087
,Operating Margin,,0.6141359000143658,,,,0.6203123078814705,,,,0.6012501686378559,0.6114431428799108,0.6091880569460717
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,CFFO,,,,,,,,,,11195.0,11980.0,14780.0
,CX,,,,,,,,,,-1097.0,-1088.0,-1194.0
,FCF,,,,,,,,,,10098.0,10892.0,13586.0
