Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,,,2020.0,2021.0
,DAU,,,,190.9,197.6,204,209.3,214.7,229,237.8,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Revenue,,,936.233,1289.041,1036.018,1190.427,1283.817,1567.22,1200.984,1176.66,,,,,3716.349,5077.482
,COGS,,,361.388,432.924,381.008,416.932,484.479,515.091,507.45,540.676,,,,,1366.388,1797.51
,Gross Margin,,,574.845,856.117,655.01,773.4949999999999,799.338,1052.129,693.5339999999999,635.984,,,,,2349.9610000000002,3279.9719999999998
,R&D,,,208.877,247.94,250.709,299.859,324.252,371.884,371.695,454.859,,,,,873.011,1246.704
,S&M,,,215.285,244.002,234.592,301.902,301.078,338.398,299.809,308.301,,,,,887.86,1175.97
,G&A,,,94.576,112.251,117.527,141.482,150.855,174.472,149.863,216.586,,,,,562.432,584.336
,OpEx,,,518.738,604.193,602.8280000000001,743.2429999999999,776.185,884.754,821.367,979.746,,,,,2323.303,3007.01
,OpInc,,,56.10699999999997,251.92399999999998,52.1819999999999,30.251999999999953,23.15300000000002,167.3749999999999,-127.83300000000008,-343.76199999999994,,,,,26.658000000000357,272.96199999999953
,Interest,,,-22.446999999999996,-27.064999999999998,-2.184000000000001,-4.691000000000001,-5.159000000000001,-3.4689999999999994,-7.482000000000001,31.211,,,,,-126.21999999999998,-15.503
,Pretax,,,496.29100000000005,577.1279999999999,600.6440000000001,738.5519999999999,17.99400000000002,163.9059999999999,-135.31500000000008,-312.55099999999993,,,,,-99.56199999999963,257.45899999999955
,Taxes,,,1.024,1.903,0,15.651,0,2.971,0,0,,,,,0.0,0.0
,Net Income,,,495.26700000000005,575.2249999999999,600.6440000000001,722.901,17.99400000000002,160.9349999999999,-135.31500000000008,-312.55099999999993,,,,,-99.56199999999963,257.45899999999955
,EPS,,,0.6141833347181178,0.704614830566607,0.6886642428745213,0.8317045951356451,0.02254929603939926,0.18604557067384933,-0.16136014023539522,-0.40758466271189303,,,,,-0.1263700068920782,0.3228030537643571
,Shares,,,806.383,816.368,872.187,869.18,797.985,865.03,838.59,766.837,,,,,787.861,797.573
,,,,,,,,,,,,,,,,,
,Revenue Growth,,,,,,,0.3712580094912272,0.21580306600022814,0.15923082417486945,-0.011564757855794472,,,,,,
,DAU Growth,,,,,,,,0.12467260345730735,0.1589068825910931,0.165686274509804,,,,,,
,Gross Margin,,,,0.6641503257072506,0.6322380499180515,0.6497626481926233,0.6226261219472868,0.6713345924630875,0.5774714733918186,0.5404993795998844,,,,,,
