Main,Unnamed: 1,Unnamed: 2
,Brand,Fasenra
,Generic,benralizumab
,Indication,Eosinophilic Asthma
,MOA,IL-5 mab
,Clinical Trials,
,,"Phase III ""MANDARA"" EGPA"
,,filed in China
,,
,US,478
,EM,41
,EU,192
,ROW,70
,Total,781
