Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,,2022.0,2023.0,2024.0
,MAU,,,,12.2,12.8,13.1,,13.3,13.7,14.1,,,,,,13.3,
,ARPU,,,,,4.360078124999999,4.697557251908397,,,5.49963503649635,5.840070921985816,,,,,,,
,,,,,,,,,,,,,,,,,,
,Paying Users,,,,,0.866,0.929,,,1.011,1.056,,,,,,0.937,
,Daily Messages,,,,,,330.8,,,,476.5,,,,,,332.2,
,,,,,,,,,,,,,,,,,,
,North America,,,,,,37.897,,,,50.106,,,,,127.622,159.035,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Revenue,,,,,55.809,61.538,,,75.345,82.345,87.345,92.345,,,195.015,259.691,337.38
,COGS,,,,,14.815,16.11,,,19.62,20.999,,,,,51.28,67.458,
,Gross Margin,,,,,40.994,45.428,,,55.724999999999994,61.346000000000004,,,,,143.73499999999999,192.23299999999998,
,SG&A,,,,,18.945,17.158,,,26.609,24.802,,,,,75.295,80.417,
,PD,,,,,5.506,6.2,,,5.741,7.754,,,,,7.9,29.327,
,Operating Expenses,,,,,24.451,23.358,,,32.35,32.556,,,,,83.19500000000001,109.744,
,Operating Income,,,,,16.543,22.069999999999997,,,23.374999999999993,28.790000000000006,,,,,60.53999999999998,82.48899999999998,
,Interest Expense,,,,,-10.67,-12.748,,,-7.302,-6.896,,,,,-45.922,-32.337,
,Pretax Income,,,,,5.872999999999999,9.321999999999997,,,16.072999999999993,21.894000000000005,,,,,14.61799999999998,50.15199999999997,
,Taxes,,,,,0,0,,,2.68,4.965,,,,,-0.859,4.023,
,Net Income,,,,,5.872999999999999,9.321999999999997,,0,13.392999999999994,16.929000000000006,,,,,15.47699999999998,46.12899999999998,
,EPS,,,,,0.03383065977707075,,,,0.07630630013198712,,,,,,0.09723757089352097,0.26484964731430394,
,Shares,,,,,173.599925,,,,175.516307,,,,,,159.166872,174.170517,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.35005106703219924,0.33811628587214404,,,,,,0.33164628361920867,0.2991593855774748
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,Headcount,,,,,,,,112,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,50.644,36.147,
