Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,2.8,
,,,,,,,,,Shares,96.10113999999999,Q224
,,,,,,,,,MC,269.08319199999994,
,,,,,,,,,Cash,632.197,Q224
,,,,,,,,,Debt,673.725,Q224
,,,,,,,,,EV,310.61119199999996,
