Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,Price,1.87,
,,,,,,,,,,,,Shares,26.809764,Q224
,,,,,,,,,,,,MC,50.13425868,
,,,,,,,,,,,,Cash,78.964,Q224
,,,,,,,,,,,,Debt,40.934,Q224
,,,,,,,,,,,,EV,12.104258680000001,
