Main,Unnamed: 1,Unnamed: 2
,Brand,"Jaypirca, fka LOXO-305"
,Generic,pirtobrutinib
,Indication,3L+ CLL/SLL accelerated approval
,MOA,non-covalent BTK inhibitor
,Safety,"fatigue, neutropenia, diarrhea, cough, contusion"
,Clinical Trials,
,,Phase III CLL-322 2L CLL piro+ven+ritux vs. veneto+ritux
,,
,,"Phase III ""CLL-321"" n=238 2L SLL/CLL (previously treated with covalent BTK) vs. idelalisib+rituximab or bendamustine+rituximab"
,,TTP 23.9 months vs. 10.9 months
,,"  mPFS: 15.3 months vs. 9.2 months, HR=0.48"
,,
,,
,,"Phase I/II ""BRUIN"" n=282 2L+ MCL, CLL/SLL, other NHL"
,,"median 4L, mPFS 19.4 months, mOS not estimable"
,,79.7% ORR (including PR-L) with prior covalent + BCL-2
,,83.1% ORR (including PR-L) with BCL-2 naïve
