Main,Unnamed: 1,Unnamed: 2
,Github Copilot,
,VS Code,
,Power BI,
,Power Pages,
,Power Virtual Agents,
,Power Automate,10m MAUs - Q423 call
,,
,Dynamics,>$5B in revenue F2023
,,
,Microsoft 365,
,Microsoft 365 Copilot,
,,
,Microsoft Teams,
,Teams Premium,600k seats 5 months in - Q423
,Teams Phone,17m PSTN users
,Teams Rooms,
,,
,Viva,35m monthly active users
,,
,LinkedIn,$15B FY23
