Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,Brand Name,Focalin,,
,Indication,ADHD,,
,Competition,"Adderall, Concerta, Focalin/Ritalin, Strattera",,
,Rx,,TRx,NRx
,,2007-06-01 00:00:00,62144,62013
,,2007-05-25 00:00:00,74390,74203
,,2006-06-01 00:00:00,52808,52695
