Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,,,,,,,,,,Price,20.5,
,,,,,,,,,,,Shares,640.0,Q224
,,,,,,,,,,,MC,13120.0,
,,,,,,,,,,,Cash,1670.0,Q224
,,,,,,,,,,,Debt,2174.0,Q224
,,,,,,,,,,,EV,13624.0,
