Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,2021.0,2021.0,2022.0,2023.0,2024.0
,Stores,,,,,7308,,,,,,,7095.0,7240.0,7240.0
,US,,,,,5958,,,,,,,,,
,  Company-Owned,,,,,387,,,,,,,,,
,  Number of Franchisees,,,,,205,,,,,,,,,
,Franchise Fees/Store,,,,,,,,,,,,78675.12332628612,81809.39226519337,86464.08839779005
,SSS,,,,,,,,,,,,0.039,0.037,0.014
,,,,,,,,,,,,,,,
,Sales,225.323,,,,219.51,,,,,722.8,734.1,896.6,930.1,925.9
,Franchise,146.5,,,,145.148,,,,,444.7,536.7,558.2,592.3,626.0
,Franchise Rental,57.986,,,,58.454,,,,,232.6,236.7,234.5,230.2,236.5
,Ads,104.944,,,,100.36,,,,,333.7,389.5,406.2,429.0,458.1
,Revenue,534.7529999999999,0,0,0,523.472,,,,,1733.8,1897.0000000000002,2095.5,2181.6000000000004,2246.5
,COGS,192.113,,,,188.169,,,,,614.9,611.7,773.2,794.5,783.2
,Gross Profit,342.63999999999993,0,0,0,335.303,,,,,1118.9,1285.3000000000002,1322.3,1387.1000000000004,1463.3
,Franchise,46.519999999999996,,,,47.297,,,,,152.1,175.3,170.8,182.60000000000002,195.10000000000002
,Ads,107.374,,,,101.528,,,,,345.4,411.8,430.8,428.0,478.1
,G&A,63.757,,,,68.204,,,,,206.9,243.0,255.0,250.0,255.2
,Operating Expenses,217.651,0,0,0,217.029,,,,,704.4,830.1,856.6,860.6,928.4000000000001
,Operating Income,124.98899999999992,0,0,0,118.274,,,,,414.5000000000001,455.20000000000016,465.69999999999993,526.5000000000003,534.8999999999999
,Interest Expense,,,,,-31.477,,,,,-117.7,-109.2,-122.3,-124.1,-123.9
,Pretax Income,124.98899999999992,0,0,0,86.797,,,,,296.8000000000001,346.00000000000017,343.3999999999999,402.4000000000003,410.9999999999999
,Taxes,15.464,,,,15.685,,,,,35.0,40.2,66.1,75.0,78.0
,Net Income,109.52499999999992,0,0,0,71.112,,,,,261.8000000000001,305.8000000000002,277.29999999999995,327.4000000000003,332.9999999999999
,EPS,0.5291804165801002,,,,0.35270835296626774,,,,,,,,,
,Shares,206.971,,,,201.617,,,,,,,,,
,,,,,,,,,,,,,,,
,Revenue y/y,,,,,-0.0210957208281205,,,,,,0.09412850386434446,0.10463890353189242,0.0410880458124554,0.0297488082141546
,GM%,0.6407444184511354,,,,0.6405366476143901,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,CFFO,99.987,,,,85.415,,,,,284.361,345.772,259.904,345.416,355.307
,CX,17.354,,,,17.679,,,,,68.969,77.984,85.544,85.021,94.388
,FCF,82.633,,,,67.736,,,,,215.392,267.788,174.36,260.395,260.919
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Restaurant Margin,,,,,0.14277709443761097,,,,,,,,,
,Franchise Margin,,,,,0.9092099098850829,,,,,,,,,
