Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Brand Name,Vytorin,,,,,,,,,
,Clinical Trials,,,,,,,,,,
,,"Phase III ""IMPROVE-IT"" - results in 2012 or 2013? N=18000",,,,,,,,,
,,Vytorin vs Simvastatin. Still recruiting as of 11/09.,,,,,,,,,
,,,,,,,,,,,
,,Phase III SEAS,,,,,,,,,
,,22T RRR in atherosclerotic events.,,,,,,,,,
,,"105 vs 70 cancer findings, p=0.01 and HR=1.67 cancer deaths.",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,Rx,,Vytorin,Zetia,Zocor+Simva,Lipitor,Crestor,Pravastatin,Lovastatin,Caduet,Total
,,2009-12-04 00:00:00,,,,,,,,,
,,2009-11-27 00:00:00,,,,,,,,,
,,2009-11-20 00:00:00,,,,,,,,,
,,2009-11-13 00:00:00,,,,,,,,,
,,2009-11-06 00:00:00,,,,,,,,,
,,2009-10-30 00:00:00,,,,,,,,,
,,2009-10-23 00:00:00,264541,259754,1919054,1234272,542200,388439,300593,56784,4965637
,,2009-10-16 00:00:00,257895,254143,1854237,1201641,524453,374173,289187,55575,4811304
,,2009-10-09 00:00:00,268125,264951,1927398,1255623,539816,392268,305485,58919,5012585
,,2009-10-02 00:00:00,282165,276199,2009078,1311075,562927,409841,320878,61715,5233878
,,2009-09-25 00:00:00,270801,264711,1909664,1256450,542271,390436,303956,58411,4996700
,,2009-09-18 00:00:00,275754,267620,1924380,1273950,544488,393494,304228,59176,5043090
,,2009-09-11 00:00:00,254453,246575,1796661,1178898,502323,363576,289942,55572,4688000
,,2009-09-04 00:00:00,291613,282178,2017381,1344473,569945,410389,329232,63709,5308920
