Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,Name,Indication,MOA,Phase,,,,,,,,Price,42.8,
,GSBR-1290,Obesity,GLP-1,II,,,,,,,,Shares,57.19652033333333,Q224
,,,Amylin,,,,,,,,,MC,2448.0110702666666,
,,,,,,,,,,,,Cash,927.1189999999999,Q224
,,,,,,,,,,,,Debt,0.0,Q224
,,,,,,,,,,,,EV,1520.8920702666667,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,2023: IPO,,
