Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,,,,,,,,,Price,9.49,
,Nexplanon,,,,,,,,,Shares,257.473477,Q224
,Mercilon,,,,,,,,,MC,2443.42329673,
,Follistim,,,,,,,,,Cash,675.0,Q224
,NuvaRing,,,,,,,,,Debt,8880.0,Q224
,Hadlima,,,,,,,,,EV,10648.42329673,
,Renflexis,,,,,,,,,,,
,Emgality,,,,,,,,,,,
,Rayvow,,,,,,,,,,,
,,,,,,,,,,CEO: Kevin Ali,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,"Dermavant acquisition: 175m, $75m on approval of Vtama, ",,,,,,,,,,,
