Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
,,2023-04-30 00:00:00,2023-07-30 00:00:00,2023-10-29 00:00:00,2024-01-28 00:00:00,2024-04-28 00:00:00,2024-07-28 00:00:00,2024-10-27 00:00:00,2025-02-02 00:00:00,2025-05-04 00:00:00,,,,,,,2023-01-28 00:00:00,2024-01-28 00:00:00,2025-02-02 00:00:00,2026-02-02 00:00:00,2027-02-02 00:00:00,2028-02-02 00:00:00,2029-02-01 00:00:00,2030-02-01 00:00:00,2031-02-01 00:00:00,2032-02-01 00:00:00,2033-01-31 00:00:00,2034-01-31 00:00:00
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,,,,FY22,FY23,FY24,FY25,FY26,FY27,FY28,FY29,FY30,FY31,FY32,FY33
,Revenue,2790.639,2785.302,2745.875,2825.904,2877.7,2858.589,2877.635,3247.386,3116,,,,,,,10119,11147.720000000001,11861.31,,,,,,,,,
,COGS,1997.783,1996.581,2027.819,2027.819,2023.7,2014.753,2033.762,2321.383,2192.2,,,,,,,7284.505,7986.202,8393.631,,,,,,,,,
,Gross Profit,792.8560000000002,788.7210000000002,718.056,798.085,853.9999999999998,843.836,843.8730000000003,926.0030000000002,923.8000000000002,,,,,,,2834.495,3161.518000000001,3467.679,,,,,,,,,
,SG&A,584.389,619.889,626.03,626.03,602.6,621.267,626.471,700.705,653.1,,,,,,,2128.688,2442.683,2551.004,,,,,,,,,
,A&M,183.733,185.491,194.036,194.036,168.8,190.518,191.77,235.01,193.8,,,,,,,649.386,742.46,804.113,,,,,,,,,
,Operating Expenses,768.1220000000001,805.38,820.066,820.066,771.4000000000001,811.7850000000001,818.241,935.715,846.9000000000001,,,,,,,2778.074,3185.143,3355.117,,,,,,,,,
,Operating Income,24.73400000000015,-16.658999999999764,-102.00999999999999,-21.980999999999995,82.59999999999968,32.05099999999993,25.63200000000029,-9.711999999999875,76.90000000000009,,,,,,,56.42099999999982,-23.62499999999909,112.5619999999999,,,,,,,,,
,Interest Income,-0.8719999999999999,38.17,58.506,58.506,13.8,14.462,3.8649999999999998,7.015,1,,,,,,,-3.8760000000000012,154.31,39.142,,,,,,,,,
,Pretax Income,23.86200000000015,21.511000000000237,-43.50399999999999,36.525000000000006,96.39999999999968,46.512999999999934,29.497000000000288,-2.6969999999998757,77.90000000000009,,,,,,,52.54499999999982,130.6850000000009,151.7039999999999,,,,,,,,,
,Taxes,1.003,1.304,4.639,4.639,11.5,0,25.565,-25.489,15.5,,,,,,,2.646,11.585,11.575999999999997,,,,,,,,,
,Net Income,22.85900000000015,20.20700000000024,-48.142999999999994,31.886000000000006,84.89999999999968,46.512999999999934,3.9320000000002864,22.792000000000126,62.40000000000009,,,,,,,49.898999999999816,119.1000000000009,140.1279999999999,,,,,,,,,
,EPS,0.053102299574187696,0.04682141731699686,-0.11094339796562673,0.07347986597287197,0.1945462878093485,0.10622268099624999,0.009217670170569766,0.05373887415266755,0.14671996237949703,,,,,,,0.11664913388035585,0.2761772752016133,0.3294803667999057,,,,,,,,,
,Shares,430.471,431.576,433.942,433.942,436.4,437.882,426.572,424.125,425.3,,,,,,,427.77,431.24474999999995,425.3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,0.031197514261070536,0.026312048029262014,0.047984704329221195,0.14914944032069033,0.0828091878931092,,,,,,,,,,,,,,,,,,
,Gross Margin,0.28411270680299394,0.28317252491830336,0.2615035280193017,0.28241759097265867,0.2967647774264169,0.29519318796791005,0.2932522713964767,0.2851533510337238,0.2964698331193839,,,,,,,,,,,,,,,,,,
