Main,Unnamed: 1,Unnamed: 2
,Brand,Triumeq
,Generic,dolutegravir/lamivudine/abacavir
,IP,8129385 - COM expires 10/2027. Does this include Hatch-Waxman Extension?
,,"9242986 - expires 12/2029, synthesis patent claiming crystal isomorphs"
,,
,Brand,Tivicay
,Generic,dolutegravir
,,
,Brand,Juluca
,Generic,dolutegravir/rilpivirine
,,
,Brand,Dovato
,Generic,dolutegravir/lamivudine
