Main,Unnamed: 1,Unnamed: 2
,Brand,"Lumakras, Lumykras in Europe"
,Generic,sotorasib
,Indication,Kras G12C
,Mechanism,
,Clinical Trials,
,,"Phase I/II ""CodeBreaK 100"" FIH"
,,
,,"Phase Ib ""CodeBreaK 101"" mCRC"
,,"n=40 3L Vectibix combination arm 30% ORR, 5.7m mPFS"
,,
,,
,,"Phase III ""CodeBreaK 300"" Lumakras + Vectibix mCRC"
,,met PE
,,
,,"Phase II ""CodeBreaK 201"""
,,
,,"Phase III ""CodeBreaK 200"" - Lumakras vs. docetaxel"
,,25% 1-year PFS vs. 10% for docetaxel
,,"median PFS 5.6 vs. 4.5 months, HR=0.66, p=0.002."
,,"no OS difference, but 1/3rd of docetaxel patients crossed over"
,,
,,
,,"Phase III ""CodeBreaK 301"" 1L G12C+ CRC"
,,
,,
,,"Phase III ""CodeBreaK 202"" vs. Keytruda 1L G12C+ PD-L1 NSCLC"
