Main,Unnamed: 1,Unnamed: 2
,Brand,AMG 890
,Generic,olpasiran
,Indication,Cardiovascular
,Mechanism,Lp(a) siRNA
,Clinical Trials,
,,"Phase III ""OCEAN(a)-Outcomes"" atherosclerotic CV with elevated Lp(a)"
,,
,,
,,Phase III outcomes with elevated Lp(a) and high risk for CV event - initiate 2H25/1H26.
