Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,,2021.0,2022.0,2023.0,2024.0
,Shops,,,671,671,716,754,831,831,876,912,917,922,,538.0,671.0,831.0,922.0
,Revenue/Shop,,,0.2960476900149031,0.30078539493293593,0.27551256983240224,0.3314045092838196,0.3182996389891697,0.30580385078219013,0.31403995433789955,0.3562697368421052,0.3554176663031624,0.3545748373101952,,0.9254200743494423,1.1013591654247392,1.1621853188929,1.35884273318872
,,,,,,,,,,,,,,,,,,
,Company,,,173.501,175.51,173.164,220.952,236.472,227.351,248.085,295.268,296.268,297.268,,403.746,639.71,857.939,1136.889
,Franchise,,,25.147,26.317,24.103,28.927,28.035,26.772,27.014,29.65,29.65,29.65,,94.13,99.302,107.83699999999999,115.964
,Revenue,,,198.648,201.827,197.267,249.879,264.507,254.123,275.099,324.91799999999995,325.91799999999995,326.91799999999995,,497.876,739.0120000000001,965.776,1252.8529999999998
,COGS,,,148.092,147.467,151.523,178.636,189.323,194.998,203.326,234.637,250.95685999999998,251.72685999999996,,344.573,558.096,714.48,940.64672
,Gross Margin,,,50.55599999999998,54.359999999999985,45.744,71.243,75.184,59.125,71.773,90.28099999999995,74.96113999999997,75.19113999999999,,153.303,180.91600000000005,251.29599999999994,312.2062799999999
,SG&A,,,45.378,50.594,45.976,51.662,50.49,56.946,46.194,58.097,50.49,56.946,,264.529,183.528,205.074,211.727
,Operating Income,,,5.177999999999983,3.765999999999984,-0.23199999999999932,19.580999999999996,24.693999999999996,2.179000000000002,25.578999999999994,32.18399999999995,24.47113999999997,18.245139999999992,,-111.226,-2.611999999999938,46.22199999999992,100.47927999999987
,Interest Expense,,,-6.955,-1.284,-6.579,-8.019,-9.465,-5.24,-0.592,-6.168,-9.465,-5.24,,-8.333,-14.042,-29.302999999999997,-21.465000000000003
,Pretax Income,,,-1.777000000000017,2.481999999999984,-6.810999999999999,11.561999999999996,15.228999999999996,-3.060999999999998,24.986999999999995,26.01599999999995,15.00613999999997,13.005139999999992,,-119.559,-16.65399999999994,16.918999999999926,79.01427999999987
,Taxes,,,-3.371,5.299,2.58,6.959,1.828,0.708,8.772,10.216,1.500613999999997,1.3005139999999993,,-1.628,2.599,12.075,21.789127999999998
,Net Income,,,1.593999999999983,-2.817000000000016,-9.390999999999998,4.602999999999996,13.400999999999996,-3.7689999999999984,16.214999999999996,15.79999999999995,13.505525999999973,11.704625999999992,,-117.931,-19.25299999999994,4.843999999999927,57.22515199999987
,EPS,,,0.02929177845565774,-0.05095322504793286,-0.1657313285331074,0.08015253883123209,0.22255621616235421,-0.05125380765883374,0.1944011509411341,0.15436320293876227,0.13194659814764131,0.11435212395951379,,-2.571319553462411,-0.3711707890728912,0.07803589264426211,0.5862061575812197
,S/O,,,54.418,55.286,56.664,57.428,60.214,73.536,83.41,102.356,102.356,102.356,,45.864,51.871,62.074,97.61949999999999
,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,0.33153618460794987,0.25911300272015136,0.3945515468882277,0.3003013458513919,0.23217154933517814,0.2864557714177778,,,0.4843294314246922,0.3068475207439121,0.2972500869766901
,Shops y/y,,,,,,,0.23845007451564837,0.23845007451564837,0.22346368715083798,0.20954907161803704,0.10348977135980753,0.10950661853188937,,,,,
,Rev/Shop y/y,,,,,,,0.07516339334769473,0.016684506408208843,0.13983893558444183,0.07502984075871666,0.11661347600603378,0.15948454018240055,,,,,
,Gross Margin,,,0.25450042285852353,0.269339582910116,0.2318887599040894,0.2851099932367266,0.28424200493748747,0.2326629230726853,0.260898803703394,0.27785779796748705,0.22999999999999995,0.23,,0.307914018751657,0.24480793275346008,0.26020112324182826,0.24919625845969154
,,,,,,,,,,,,,,,,,,
,CFFO,,,,,3.077,45.843,,,41.193,100.729,,,,80.375,59.883,139.915,
,CapEx,,,,,43.283,102.307,,,57.462,121.91,,,,118.444,187.88,228.457,
,FCF,,,,,-40.206,-56.464,,,-16.269000000000005,-21.180999999999997,,,,-38.069,-127.99699999999999,-88.542,
