Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NTM Predictive,,,,,,,,3.742000000000001,7.084000000000003,11.565000000000001,11.884000000000004,15.433,18.3375,25.60149999999999,46.81250000000001,64.2525,85.806,32.916000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Excess of RPO,,,,,,,,,-0.27500000000000036,0.9400000000000004,1.226,-0.2902499999999968,0.6719999999999997,5.2010000000000005,5.70625,3.4525000000000023,-0.15350000000000108,13.509999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NQ,,,,,,,,4.575,4.56,4.91,6.396249999999999,6.91,6.18,6.6937500000000005,8.257499999999999,7.720000000000001,7.190000000000001,15.2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NTM,,,,,,,,18.3,18.24,19.64,25.584999999999997,27.64,24.72,26.775000000000002,33.029999999999994,30.880000000000003,28.760000000000005,61.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RPO,,,,,,,,30.5,30.4,49.1,73.1,69.1,61.8,59.5,110.1,77.2,71.9,122.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,International,,,,,0.25388999999999995,,,,0.6019999999999999,0.667,1.099,0.9710000000000003,0.52,0.428,0.505,0.9060000000000001,2.277,4.704,,,,,,,,,,,,,,2.359,6.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,US,,,,,1.6991100000000001,,,,3.698,4.848,5.037,5.120000000000001,7.062,10.953,11.895,10.803999999999998,5.289,15.99,,,,,,,,,,,,,,40.714,21.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Acquired Revenue,,,,,,,,,,,,,,,18.323999999999998,,,,27.119519999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,39.51952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hardware,,,,,,,,,1.334,1.99,2.006,1.7529999999999997,3.619,7.338,6.345,4.292000000000002,3.063,14.066,21.584,,,,,,,,,,,,,21.594,38.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Platform/Consulting,,,,,,,,,2.951,3.525,4.13,4.353,3.963,4.043,6.055,7.418,4.503,6.628,18.282,,,,,,,,,,,,,21.479,29.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,,,0.233,,1.953,2.608,2.763,3.8,4.3,5.5,6.136,6.1060000000000025,7.582,11.381,12.4,11.71,7.5665,20.7,39.866,27,27,,,,,,0.2,0.0,2.099,11.131,22.042,43.073,81.8387,155.49353,295.437707,561.3316433,1066.53012227,1173.183134497,1290.5014479467002,1419.5515927413703,1561.5067520155076,1717.6574272170585,1889.4231699387644,2078.365486932641,2286.2020356259054,2514.822239188496,2766.304463107346,3042.9349094180807,3347.228400359889,3681.951240395878,4050.1463644354662,4455.161000879013,4900.677100966915,5390.744811063607,5929.819292169968,6522.801221386966,7175.081343525663,7892.58947787823,8681.848425666054,9550.03326823266,10505.036595055928,11555.540254561522,12711.094280017674,13982.203708019442,15380.424078821388,16918.466486703528,18610.313135373883,20471.344448911274,22518.478893802403,24770.326783182645,27247.359461500913,29972.095407651006,32969.30494841611,36266.23544325773,39892.8589875835,43882.144886341855,48270.35937497605,53097.39531247366,58407.134843721025,64247.84832809313,70672.63316090245,77739.8964769927,85513.88612469197,94065.27473716118,103471.8022108773,113818.98243196504,125200.88067516155,137720.9687426777,151493.0656169455,166642.37217864007,183306.6093965041,201637.27033615453,221800.99736977,243981.097106747,268379.2068174217,295217.1274991639,324738.8402490803,357212.7242739884,392933.9967013873,432227.39637152606,475450.1360086787,522995.14960954664,575294.6645705013,632824.1310275515,696106.5441303067,765717.1985433374,842288.9183976712,926517.8102374384,,,,,,,,,,,,,,,,,,,,,,,
,COGS,,,,,0.568,0.742,0.733,0.9009999999999999,1.036,1.901,2.008,3.1630000000000007,3.414,5.623,6.515,5.045,4.315,8.327,21.253,13.5,,,,,,,,0.143,1.04,2.944,8.108,20.597,24.551610000000004,46.648059,88.6313121,168.39949299,319.95903668100004,351.95494034910007,387.15043438401017,425.8654778224112,468.45202560465236,515.2972281651175,566.8269509816294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,1.3850000000000002,1.866,2.03,2.899,3.264,3.599,4.128,2.943000000000002,4.167999999999999,5.758,5.885000000000001,6.665000000000001,3.251499999999999,12.373,18.613,13.5,,,,,,,,-0.143,1.0590000000000002,8.187000000000001,13.934000000000001,22.476,57.28709,108.84547099999999,206.8063949,392.93215031,746.571085589,821.2281941479,903.35101356269,993.6861149189591,1093.0547264108552,1202.360199051941,1322.596218957135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R&D,,,,,7.338,9.653,13.292,13.695,16.233,19.869,24.599,31.619999999999994,32.368,31.204,33.178,40.077,39.953,103.359,66.298,40.077,,,,,,,,10.157,20.228,43.978,92.321,136.827,143.66835,150.85176750000002,158.39435587500003,166.31407366875004,174.62977735218755,183.36126621979693,192.52932953078678,202.15579600732613,212.26358580769244,222.87676509807707,234.02060335298094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S&M,,,,,1.871,2.132,1.969,2.412999999999999,2.667,3.575,5.047,6.981,6.701,6.137,6.63,8.927,8.61,10.877,14.441,8.927,,,,,,,,0.486,3.233,8.385,18.27,28.395,29.81475,31.3054875,32.87076187500001,34.51429996875001,36.24001496718751,38.05201571554689,39.95461650132423,41.952347326390445,44.04996469270997,46.25246292734547,48.56508607371274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,G&A,,,,,9.194,7.558,10.149,9.065,10.581,10.93,13.927,15.284000000000002,14.02,14.322,14.322,29.66,23.806,48.107,82.505,29.66,,,,,,,,3.547,13.737,35.966,50.722,72.324,75.9402,79.73721,83.72407050000001,87.91027402500002,92.30578772625003,96.92107711256254,101.76713096819067,106.8554875166002,112.19826189243022,117.80817498705174,123.69858373640433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Expenses,,,,,18.403,19.343,25.409999999999997,25.173000000000002,29.480999999999998,34.373999999999995,43.573,53.88499999999999,53.089,51.663,54.129999999999995,78.664,72.369,162.343,163.244,78.664,,,,,,,,14.190000000000001,37.198,88.32900000000001,161.313,237.546,249.4233,261.894465,274.98918825000004,288.73864766250006,303.1755800456251,318.3343590479064,334.2510770003017,350.9636308503168,368.51181239283267,386.9374030124743,406.284273163098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Operating Income,,,,,-17.017999999999997,-17.477,-23.379999999999995,-22.274,-26.217,-30.774999999999995,-39.445,-50.941999999999986,-48.921,-45.904999999999994,-48.245,-71.999,-69.1175,-149.97,-144.631,-65.164,,,,,,,,-14.333000000000002,-36.139,-80.14200000000001,-147.379,-215.07,-192.13621,-153.04899400000005,-68.18279335000005,104.19350264749994,443.39550554337484,502.8938350999936,569.0999365623884,642.7224840686423,724.5429140180225,815.4227960394667,916.311945794037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Interest Income,,,,,0.608,1.259,2.059,3.167,4.231,4.877,5.007,4.9719999999999995,4.799,4.801,4.523,4.03,4.894,7.138,14.437,14.437,,,,,,,,,,,,18.153000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pretax Income,,,,,-16.409999999999997,-16.218,-21.320999999999994,-19.107,-21.985999999999997,-25.897999999999996,-34.438,-45.969999999999985,-44.122,-41.10399999999999,-43.721999999999994,-67.969,-64.2235,-142.832,-130.194,-50.727000000000004,,,,,,,,-14.333000000000002,-36.139,-80.14200000000001,-147.379,-196.917,-192.13621,-153.04899400000005,-68.18279335000005,104.19350264749994,443.39550554337484,502.8938350999936,569.0999365623884,642.7224840686423,724.5429140180225,815.4227960394667,916.311945794037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxes,,,,,0,0,0,0,0,0,0,-0.009,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,10.419350264749994,44.339550554337485,50.28938350999937,56.90999365623884,64.27224840686424,72.45429140180225,81.54227960394667,91.63119457940371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Income,,,,,-16.409999999999997,-16.218,-21.320999999999994,-19.107,-21.985999999999997,-25.897999999999996,-34.438,-45.960999999999984,-44.122,-41.10399999999999,-43.721999999999994,-67.969,-64.2235,-142.832,-130.194,-50.727000000000004,,,,,,,,-14.333000000000002,-36.139,-80.14200000000001,-147.379,-196.917,-192.13621,-153.04899400000005,-68.18279335000005,93.77415238274995,399.05595498903733,452.60445158999426,512.1899429061496,578.450235661778,652.0886226162203,733.88051643552,824.6807512146333,816.433943702487,808.2696042654621,800.1869082228075,792.1850391405794,784.2631887491737,776.4205568616819,768.6563512930651,760.9697877801344,753.3600899023331,745.8264890033098,738.3682241132767,730.984541872144,723.6746964534225,716.4379494888883,709.2735699939994,702.1808342940594,695.1590259511188,688.2074356916075,681.3253613346915,674.5121077213446,667.7669866441312,661.0893167776899,654.478423609913,647.9336393738138,641.4543029800757,635.039759950275,628.6893623507722,622.4024687272645,616.1784440399919,610.0166595995919,603.916493003596,597.87732807356,591.8985547928244,585.9795692448961,580.1197735524471,574.3185758169226,568.5753900587533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,,,,,-0.08364628606641421,-0.08223553191364862,-0.10751836854075368,-0.09479982733898616,-0.10986800423191202,-0.12856976575867524,-0.16931970672379332,-0.223866675624386,-0.21196252359231235,-0.194218907701126,-0.2040175879567338,-0.3118596119053977,-0.280747424145061,-0.5691255864231479,-0.44204768558935476,-0.1722333820828241,,,,,,,,-0.12458592650845435,-0.26261972091776725,,-0.7275819824562715,-0.9244393597940197,-0.9019956375815665,-0.7184982202170397,-0.3200884526650416,0.4402287125740094,1.8733935188534094,2.124780336221747,2.4045082086010674,2.715571360156177,3.061271443401549,3.4452486823329456,3.8715161498870434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shares,,,,,196.183247,197.214022,198.301,201.551,200.112855,201.431494,203.390383,205.305233,208.159439,211.637479,214.305053,217.947427,228.759,250.967455,294.524786,294.524786,,,,,,,,115.045097,137.60962,,202.55999125,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,213.01234950000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,,,,,1.2017409114183306,1.1088957055214723,1.2207745204487876,0.6068421052631587,0.7632558139534884,1.0692727272727272,1.0208604954367666,0.9177857844742869,-0.0020443154840411593,0.8188208417538001,2.215,1.305721605465414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gross Margin,,,,,,,,,0.7590697674418605,0.6543636363636364,0.6727509778357236,0.48198493285293165,0.5497230282247427,0.505930937527458,0.47459677419354845,0.5691716481639625,0.4297231216546619,0.5977294685990338,0.46688907841268246,0.5,,,,,,,,,,,,,,,,,,,,,,,Discount,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CFFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44698.0,-78811.0,,,,,,,,,,,,Terminal,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CapEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9336.0,-13703.0,,,,,,,,,,,,NPV,2138.2325016748337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Share,6.0354379873799555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cash,,,,,,,,,,,,,,401.968,382.841,363.834,697.147,656.7529999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
