Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,Division,Products,,,,,,,,,Price,245.84,
,Medication Delivery,"Catheters, Ultrasound, Syringes, Dressings, Connectors, Sharp disposals",,,,,,,,,Shares,283.901642,Q422
,Medication Management,"Pumps, IV fluids, Dispensing Systems",,,,,,,,,MC,69794.37966928,
,Pharmaceutical Systems,"Prefilled syringes, self-injection systems",,,,,,,,,Cash,745.0,Q422
,Diagnostics,"Specimen collection, Blood collection, Culture Systems, ID tests, Cytology, HPV tests",,,,,,,,,Debt,16456.0,Q422
,Biosciences,"FACS, cell analysis antibodies, reagents",,,,,,,,,EV,85505.37966928,
,Surgery,"Hernia & soft tissue repair, grafts",,,,,,,,,,,
,Peripheral,"PTA balloon catheters, RF catheters, peripheral stents",,,,,,,,,,,
,Urology/Crit Care,"Urine management, urological drainage, kidney stone management devices, ",,,,,,,,,,,
