Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,2023-11-30 00:00:00,2024-02-29 00:00:00,2024-05-31 00:00:00,2024-08-31 00:00:00,2024-11-30 00:00:00,2025-02-28 00:00:00,2025-05-31 00:00:00,2025-08-31 00:00:00,2025-11-30 00:00:00,2026-02-28 00:00:00,2026-05-31 00:00:00,2026-08-31 00:00:00,,,2021-08-31 00:00:00,2022-08-31 00:00:00,2023-08-31 00:00:00,2024-08-31 00:00:00,2025-08-31 00:00:00,2026-08-31 00:00:00,2027-08-31 00:00:00,2028-08-30,2029-08-30,2030-08-30
,Americas,,,,,,,,,,,,,,,,,,,,,,,,
,EMEA,,,,,,,,,,,,,,,,,,,,,,,,
,AsiaPac,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue,542.216,545.945,552.708,562.1869999999998,568.667,570.66,585.52,596.9010000000002,600,603,613,626,,,,1843.892,2085.508,2203.056,2321.748,2442,2570,,,
,COGS,251.621,255.142,246.986,258.196,258.779,269.604,280.729,288.66999999999985,288,289.44,294.24,300.47999999999996,,,,871.106,973.225,1011.945,1097.782,1172.16,1233.6,,,
,Gross Profit,290.595,290.80300000000005,305.722,303.99099999999976,309.88800000000003,301.056,304.791,308.23100000000034,312,313.56,318.76,325.52000000000004,,,0,972.7860000000001,1112.283,1191.1109999999999,1223.9660000000001,1269.84,1336.4,,,
,SG&A,101.555,108.861,103.263,171.45599999999996,118.553,115.564,110.636,130.91000000000005,122.10959,119.03092,113.95508,134.83730000000006,,,,433.032,457.13,485.135,475.663,489.93289000000004,504.63087670000004,,,
,Operating Income,189.04000000000002,181.94200000000006,202.45899999999997,132.5349999999998,191.33500000000004,185.492,194.155,177.32100000000028,189.89041,194.52908000000002,204.80491999999998,190.68269999999998,,,0,539.7540000000001,655.1529999999999,705.9759999999999,748.3030000000001,779.9071099999999,831.7691233,,,
,Interest Expense,-13.844,-13.297,-12.325999999999999,-10.328999999999999,-11.596,-13.172,-14.206999999999999,-10.815999999999995,-10.815999999999995,-10.815999999999995,-10.815999999999995,-10.815999999999995,,,,-31.888,-45.253,-49.796,-49.791,-44.791,-39.791,,,
,Pretax Income,175.19600000000003,168.64500000000007,190.13299999999998,122.2059999999998,179.73900000000003,172.32,179.948,166.50500000000028,179.07441,183.71308000000002,193.98891999999998,179.86669999999998,,,0,507.86600000000016,609.8999999999999,656.1799999999998,698.5120000000002,735.1161099999999,791.9781233000001,,,
,Taxes,26.641,27.705,32.397,27.633999999999993,29.717,27.46,31.406,35.334999999999994,35.814882000000004,36.742616000000005,38.797784,35.97334,,,,46.677,115.781,114.377,123.918,147.023222,158.39562466000004,,,
,Net Income,148.55500000000004,140.94000000000005,157.736,94.5719999999998,150.02200000000005,144.85999999999999,148.542,131.1700000000003,143.259528,146.97046400000002,155.19113599999997,143.89335999999997,,,0,461.18900000000014,494.11899999999986,541.8029999999999,574.5940000000002,588.0928879999999,633.58249864,,,
,EPS,3.8442926273840032,3.646571798188876,4.082194616977225,2.448909834792061,3.8949554742061956,3.761620358348481,3.8739307323179637,3.4208741915293213,3.73616544961402,3.8329455455873154,4.047338201543917,3.752695597746713,,,,11.90595311854606,12.70294102524551,14.029804754259668,14.96923277321871,15.320903686335807,16.505991888498112,,,
,Shares,38.643,38.65,38.64,38.618,38.517,38.51,38.344,38.344,38.344,38.344,38.344,38.344,,,,38.736,38.898,38.618,38.385,38.385,38.385,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Revenue y/y,,,,,0.04878314177375809,0.04527012794329077,0.059365885784175454,0.06174813718567029,0.05509902983644199,0.05667122279465886,0.046932641071184555,0.04875012774312637,,,,,0.13103587411844053,0.056364204788473815,0.0538760703313943,0.05179373472056392,0.052416052416052406,,,
,Gross Margin %,0.5359395517653481,0.5326598833215801,0.5531347474615891,0.5407293302762246,0.5449375469299256,0.5275575649248239,0.5205475474791639,0.5163854642562171,0.52,0.52,0.52,0.52,,,,0.5275721137680515,0.5333391192937165,0.5406630607664988,0.5271743531167035,0.52,0.52,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,Net Cash,,,,,,,-1066.1519999999998,-1013.164,-869.9044719999999,-722.934008,-567.742872,-423.84951200000006,,,,,,,,,,,,
,Cash,,,,,,,364.045,355.096,,,,,,,,,,,,,,,,
,AR,,,,,,,271.851,270.684,,,,,,,,,,,,,,,,
,Prepaids,,,,,,,124.582,103.97900000000001,,,,,,,,,,,,,,,,
,PP&E,,,,,,,79.627,85.203,,,,,,,,,,,,,,,,
,Goodwill,,,,,,,3209.065,3200.808,,,,,,,,,,,,,,,,
,Deferred Taxes,,,,,,,66.87,61.226,,,,,,,,,,,,,,,,
,Lease,,,,,,,119.191,121.776,,,,,,,,,,,,,,,,
,Other Assets,,,,,,,103.531,105.498,,,,,,,,,,,,,,,,
,Assets,,,,,,,4338.762,4304.2699999999995,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,AP,,,,,,,144.487,135.262,,,,,,,,,,,,,,,,
,Lease,,,,,,,190.307,190.24900000000002,,,,,,,,,,,,,,,,
,Compensation,,,,,,,98.131,130.596,,,,,,,,,,,,,,,,
,D/R,,,,,,,171.209,167.852,,,,,,,,,,,,,,,,
,Taxes,,,,,,,95.19,73.038,,,,,,,,,,,,,,,,
,Dividends,,,,,,,41.644,41.41,,,,,,,,,,,,,,,,
,Debt,,,,,,,1430.197,1368.26,,,,,,,,,,,,,,,,
,Other,,,,,,,12.415,10.568,,,,,,,,,,,,,,,,
,S/E,,,,,,,2155.182,2186.413,,,,,,,,,,,,,,,,
,L+SE,,,,,,,4338.762,4303.648,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,538.277,538.277,645.573,700.338,,,,,,
,,,,,,,,,,,,,,,,51.156,51.156,60.786,85.681,,,,,,
,,,,,,,,,,,,,,,,487.12100000000004,487.12100000000004,584.787,614.6569999999999,,,,,,
