Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,"Small Business & Self-Employed QuickBooks, MailChimp",,,,,,,,,Price,613.0,
,Consumer: TurboTax,,,,,,,,,Shares,280.0,Q224
,,,,,,,,,,MC,171640.0,
,Credit Karma - 8.1B,,,,,,,,,Cash,4205.0,Q224
,,,,,,,,,,Debt,6038.0,Q224
,,,,,,,,,,EV,173473.0,
,Mint,,,,,,,,,,,
,MailChimp (closed 11/1/2021) - 12.0B,,,,,,,,,,,
,,,,,,,,,,CEO: Sasan Goodarzi,,
,,,,,,,,,,Founder: Scott Cook,,
,5/24/22: FYQ322 results,,,,,,,,,,,
,12/3/20: acquired CreditKarma,,,,,,,,,,,
,,,,,,,,,,MSFT 2.8B offer for Intuit in 1994.,,
,,,,,,,,,,https://cs.stanford.edu/people/eroberts/cs181/projects/corporate-monopolies/dangers_quicken.html,,
