Main,Unnamed: 1,Unnamed: 2
,Brand Name,Invega Sustenna
,Generic Name,Paliperidone Palmitate
,Administration,"qm IM intramusclar injection, superior to Risperdal Consta."
,Timeline,"Filed 10/29/2007, PDUFA date 8/29/2008. New PDUFA August 2009. File in EU in 2009."
,Economics,Elan NanoCrystal receives royalties. Alkermes arbitration.
,IP,
,,9439906 Sustenna dosing patent
,,10143693 Trinza - is this the 4/5/2036 expiry?
,,"Submissions on Trinza 6/24/20, 4/30/21, 7/14/21"
,Clinical Trials,
,,"6/2006: JNJ notes top-line results for 1 of the phase 3 studies. ""Hoping to change the treatment of schizophrenia from daily to 12 injections a year""."
