Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Subscription,Mostly Cashapp (20% Square/Other),,,,,,,Price,46.58,
,Transaction,Almost all Square (1% CashApp),,,,,,,Shares,615.645,Q224
,,,,,,,,,MC,28676.7441,
,,,,,,,,,Cash,8457.094,Q224
,,,,,,,,,Debt,6098.981,Q224
,,,,,,,,,EV,26318.6311,
,,,,,,,,,,,
,,,,,,,,,,,
,Afterpay: 1/31/22 114m shares.,,,,,,,,,,
