Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,Price,16.86,
,,,,,,,,,,,,Shares,40.92259,Q423
,,,,,,,,,,,,MC,689.9548674,
,,,,,,,,,,,,Cash,183.283,Q423
,,,,,,,,,,,,Debt,0.0,Q423
,,,,,,,,,,,,EV,506.6718674,
