Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Brand,Generic,Indication,MOA,Economics,Approved,IP,,Price,118.0,
,Comirnaty,,COVID-19,mRNA vaccine,PFE,,MRNA IP challenge,,Shares,239.739752,Q324
,,,,,,,,,MC,28289.290736000003,
,,,,Omicron BA.1 bivalent,,,,,Cash EUR,18317.399999999998,Q324
,,,,BA.4/5,,,,,Debt EUR,250.60000000000002,Q324
,BNT327/PM8002,,"SCLC, NSCLC",PD-L1-VEGF-A bispecific,,,,,EV,10222.490736000005,
,BNT116,,,,,,,,,,
,BNT211,,,CLDN6 CART,,,,,CEO: Prof. Ugur Sahin,,
,BNT323/DB-1303 (trastuzumab pamirtecan),,,HER2 ADC,Duality Biologics,,,,CSO: Ryan Richardson,,
,BNT326/YL202,,,HER3 ADC,,,,,,,
,BNT163,,HSV-2 vaccine,Vaccine,,,,,PP&E,917.4,Q324
,BNT122/RO7198457 (autogene cevumeran),,,,Roche,,,,,,
,BNT324/DB-1311,,,B7-H3 ADC,,,,,,,
,BNT325/DB-1305,,,TROP2,,,,,,,
,BNT311/GEN1046 (acasunlimab),,,PD-L1/4-1BB,GMAB,,,,,,
,BNT316/ONC-392 (gotistobart),,,CTLA4 mab,OncoC4,,,,,,
,BNT142,,,,,,,,,,
,,,,,,,,,,,
,,,,,,Biotheus acquisition,,,,,
,,,,,,1/24/25: 2025 preview,,,,,
,,,,,,11/13/24: to acquire Biotheus for $800m.,,,,,
,,,,,,8/8/22: Q222 results. Reiterates 13B-17B EUR COVID-19 revenue.,,,,,
,,,,,,2019: IPO,,,,,
,,,,,,2008: Founded,,,,,
