Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,Name,Indication,MOA,,,,,,,,Price,50.0,
,TX45,HFpEF,relaxin,,,,,,,,Shares,14.752689,Q324
,,,,,,,,,,,MC,737.63445,
,,,,,,,,,,,Cash,159.095,Q324
,,,,,,,,,,,Debt,0.0,Q324
,,,,,,,,,,,EV,578.53945,
,,,,,,,,,,,,,
,,,,,,,,,,,AD,286.649,Q324
,,,,,,,,,,,PIC,138.213,Q324
