Main,Unnamed: 1,Unnamed: 2
,Brand Name,Victoza
,Generic Name,liraglutide
,Timeline,C-Cell hyperplasia and medullary thyroid cancer preclinical signals seen. Forteo has an osteosarcoma preclinical black box warning.
,IP,3/2019 settlement allows Teva to sell AG
,Clinical Trials,
,,Phase III LEAD-1
,,
,,Phase III LEAD-2
,,
,,Phase III LEAD-3
,,
,,Phase III LEAD-4
,,
,,Phase III LEAD-6 vs Byetta - Presented Canadian Diabetes Association 2008
,,N=464 26-week study. Significant improvement in A1C versus Byetta. 1.1 vs 0.8%.
,,55% achieved target vs 45% for Byetta. 35% achieved larger target vs 20% for Byetta.
,,3.24kg weight loss for Victoza vs 2.87kg for Byetta.
