Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,Name,Indication,MOA,Phase,,,,,Price,9.0,
,varegacestat,desmoid,gamma-secretase inhibitor,III,,,,,Shares,87.045008,Q225
,IM-1021,,ROR1 ADC,,,,,,MC,783.405072,
,IM-3050,,FAP RLT,,,,,,Cash,267.9,Q225
,IM-1617,,ADC,,,,,,Debt,0.0,Q225
,IM-1335,,ADC,,,,,,EV,515.505072,
,IM-1340,,ADC,,,,,,,,
