Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,Price,31.98,
,,,,,,,,,Shares,114.142554,Q324
,,,,,,,,,MC,3650.27887692,
,,,,,,,,,Cash,244.583,Q324
,,,,,,,,,Debt,0.0,Q324
,,,,,,,,,EV,3405.69587692,
