Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,Fashion & Leather,Louis Vuitton,,,,,,Price EUR,620.8,
,,Christian Dior,,,,,,Shares,499.681046,Q424
,,Fendi,,,,,,MC EUR,310201.99335679994,
,,Marc Jacobs,,,,,,Cash EUR,12606.0,Q424
,,Celine,,,,,,Debt EUR,22942.0,Q424
,,Givenchy,,,,,,EV EUR,320537.99335679994,
,,Rimowa,,,,,,,,
,,Berluti,,,,,,,,
,,Patou,,,,,,,,
,,Loewe,,,,,,,,
,,Lora Piana,,,,,,,,
,,Emilio Pucci,,,,,,,,
,Selective Retailing,Sephora,,,,,,,,
,,DFS,,,,,,,,
,,Cheval Blanc,,,,,,,,
