Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,,,,,,,,,,,11.8,,
,Options Contracts,,,,,,,,,,389.7,,
,Average Client Balance,,,,,,,,,,5772.727272727272,,
,AUC,,,,,,,,102600,,139700,,
,Net Deposits Additions,,,,,,,,4600,,13200,,
,Gold,,,,,,,,1420,,2000,,
,Funded Customers,,,,,,,,23400,,24200,,
,ARPU,,,,,,,,,,28.181818181818183,,
,,,,,,,,,,,,,
,Equities,,,,,,,,,,40,,
,Crypto,,,,,,,,,,81,,
,Options,,,,,,,,,,182,,
,Transactions,,,,186,,193,,200,,327,,
,Net Interest,,,,167,,234,,236,,285,,
,Other,,,,27,,59,,35,,70,,
,Revenue,,,,380,,486,,471,,682,,
,COGS,,,,85,,39,,32,,40,,
,Gross Margin,,,,295,,447,,439,,642,,
,Tech,,,,180,,207,,197,,209,,
,Operations,,,,43,,36,,40,,46,,
,Marketing,,,,29,,25,,43,,64,,
,G&A,,,,197,,159,,133,,134,,
,Operating Expenses,,,,449,,427,,413,,453,,
,Operating Income,,,,-154,,20,,26,,189,,
,Other Income,,,,-14,,2,,3,,2,,
,Pretax Income,,,,-168,,22,,29,,191,,
,Taxes,,,,-2,,-3,,-1,,3,,
,Net Income,,,,-166,,25,,30,,188,,
,EPS,,,,-0.1866763401296536,,0.02713646033329159,,0.03396631574280754,,0.20785180721596289,,
,Shares,,,,889.239632,,921.269749,,883.227967,,904.490572,,
,,,,,,,,,,,,,
,Revenue Growth,,,,,,,,0.23947368421052628,,0.4032921810699588,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Cash,,,,,,,,,,7251,,
,User Assets,,,,,,,,,,24342,,
,Prepaids,,,,,,,,,,63,,
,Match Incentives,,,,,,,,,,30,,
,OCA,,,,,,,,,,196,,
,PP&E,,,,,,,,,,120,,
,Goodwill,,,,,,,,,,223,,
,ONCA,,,,,,,,,,107,,
,Assets,,,,,,,,,,32332,,
,,,,,,,,,,,,,
,AP,,,,,,,,,,384,,
,Payable to Users,,,,,,,,,,24944,,
,OCL,,,,,,,,,,217,,
,ONCL,,,,,,,,,,91,,
,SE,,,,,,,,,,6696,,
,L+SE,,,,,,,,,,32332,,
,,,,,,,,,,,,,
,CFFO,,,,181,828,370,-977,960,-623,54,,
,Gold,,,,,-57,168,-613,204,796,742,,
,CFFO+Gold,,,,,771,538,-1590,1164,173,796,,
