Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,Indication,MOA,Phase,Admin,,,,,Price,36.9,
,APG777,"AD, Asthma, EoE",IL-13 mab,II,subcutaneous,,,,,Shares,59.596409,Q225
,APG990,AD,OX40L mab,I,,,,,,MC,2199.1074921,
,APG333,Asthma,TSLP mab,I,,,,,,Cash,621.1890000000001,Q225
,APG808,AD,IL-4Ralpha,I,,,,,,Debt,0.0,Q225
,,,,,,,,,,EV,1577.9184920999999,
,,,,,,,,,,,,
,,,,,,,,,,PIC,1046.066,Q225
,,,,,,,,,,AD,-427.351,Q225
,,,,,,,,,,,,
,,,,,,,,,,"Waltham, MA",,
,,,,,,,,,,Founded: February 2022,,
,,,,,,,,,,,,
,,,,,,,,,,Paragon,,
