Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
,,Q120,Q220,Q320,Q420,Q121,Q221,Q321,Q421,Q122,Q222,Q322,Q422,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424
,Partners,,,,,29,,,,36,,,,,,,,,,,
,Total Programs,,,,,119,,,,158,,,,,,,,,,,
,Program Starts,,,,,54,,,,84,,,,,,,,,,,
,Clinical Programs,,,,,1,,,,6,,7,8,9,,10,13,13,14,,
,,,,,,,,,,,,,,,,,,,,,
,Royalty,,,,,171.496,,,,307.017,,,,,,,,,,,
,Other,,,,,31.245,,,,9.564,,,,,,,,,,,
,Revenue,,,,,202.741,,,,316.581,,,,,,,,,,,
,COGS,,,,,20.01,,,,44.637,,,,,,,,,,,
,Gross Margin,,,,,182.73100000000002,,,,271.944,,,,,,,,,,,
,R&D,,,,,12.352,,,,26.366,,,,,,,,,,,
,S&M,,,,,2.578,,,,2.37,,,,,,,,,,,
,G&A,,,,,6.422,,,,14.268,,,,,,,,,,,
,OpEx,,,,,21.352,,,,43.004000000000005,,,,,,,,,,,
,OpInc,,,,,161.37900000000002,,,,228.94,,,,,,,,,,,
,Other,,,,,0.265,,,,0.665,,,,,,,,,,,
,Pretax,,,,,161.644,,,,229.605,,,,,,,,,,,
,Taxes,,,,,44.266,,,,62.236,,,,,,,,,,,
,Net Income,,,,,117.37800000000001,,,,167.369,,,,,,,,,,,
,EPS,,,,,0.36648243184950585,,,,0.5373311808238355,,,,,,,,,,,
,Shares,,,,,320.282747,,,,311.482017,,,,,,,,,,,
