Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,RMB,Q424,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425
,Online marketing,31023.4,,37932.831,39687.678,48675.618,,49115.866,49351.022,,,,,
,Transaction,8796.628,,14347.917,29152.693,40205.418,,47943.665,50003.379,,,,,
,Revenue,39820.028000000006,37637.05,52280.748,68840.371,88881.036,86812.059,97059.531,99354.401,115545.3468,104174.4708,106765.48410000002,109289.8411,127099.88148000001
,COGS,8926.705,11125.285,18689.787,26830.233,35078.272,32694.686,33698.098,39709.214,46218.13872,41669.78832,42706.19364000001,43715.936440000005,50839.952592
,Gross Profit,30893.323000000004,26511.765000000003,33590.960999999996,42010.138,53802.763999999996,54117.37299999999,63361.433000000005,59645.187,69327.20808,62504.682479999996,64059.290460000004,65573.90466,76259.92888800001
,S&M,17732.384,16259.688,17542.2,21748.449,26638.524,23410.655,26049.137,30483.8,27970.450200000003,24581.18775,27351.59385,32007.99,29368.972710000005
,G&A,1640.527,816.402,596.033,758.345,1904.842,1823.445,1838.55,1805.576,2000.0841000000003,1914.61725,1930.4775,1895.8548,2100.088305
,R&D,2406.677,2506.657,2733.964,2847.323,2864.43,2909.62,2909.21,3063.353,3007.6515,3055.101,3054.6705,3216.5206500000004,3158.034075
,Operating Expenses,21779.588,19582.747,20872.197,25354.117,31407.796000000002,28143.719999999998,30796.896999999997,35352.729,32978.18580000001,29550.906000000003,32336.741850000002,37120.365450000005,34627.09509
,Operating Income,9113.735000000004,6929.018000000004,12718.763999999996,16656.021,22394.967999999993,25973.652999999995,32564.536000000007,24292.458,36349.02227999999,32953.77647999999,31722.54861,28453.539209999995,41632.83379800001
,Interest Income,1520.5230000000001,2691.1189999999997,3394.212,2417.7400000000002,4359.712204,6929.8369999999995,5348.849999999999,5416.098606,5416.098606,5416.098606,5416.098606,5416.098606,5416.098606
,Pretax Income,10634.258000000005,9620.137000000002,16112.975999999995,19073.761000000002,26754.680203999993,32903.48999999999,37913.386000000006,29708.556606,41765.12088599999,38369.87508599999,37138.647216,33869.637815999995,47048.93240400001
,Taxes,1065.613,1597.775,3158.442,3513.48,3580.207,5067.752,5914.613,4201.62,8353.024177199999,7673.975017199999,7427.7294432,6773.927563199999,9409.786480800001
,Net Income,9568.645000000006,8022.362000000003,12954.533999999996,15560.281000000003,23174.473203999994,27835.73799999999,31998.773000000005,25506.936606,33412.09670879999,30695.900068799994,29710.9177728,27095.710252799996,37639.145923200005
,EPS,1.6471502503265512,1.3712553274335442,2.2207716734883634,2.653028199680074,3.9392405216403925,4.712314041206217,5.4000361816297575,4.31604568992518,5.653683083113062,5.194073645015992,5.027404136287007,4.584883134282368,6.368944889135712
,Shares,5809.212,5850.378,5833.348,5865.102,5882.98,5907.021,5925.659,5909.793,5909.793,5909.793,5909.793,5909.793,5909.793
,,,,,,,,,,,,,,
,Revenue y/y,,,,,1.2320686464610215,1.3065585373986535,0.8565061655200497,0.44325777965374424,0.30000000000000004,0.19999999999999996,0.10000000000000009,0.10000000000000009,0.10000000000000009
,Gross Margin,0.7758237387477477,0.704406030759584,0.6425111017921931,0.6102543811101774,0.6053345732828767,0.6233854331228337,0.6528100058509453,0.6003275788457524,0.6,0.6,0.6,0.6,0.6
