Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,Brand,"Keytruda, fka MK-3475",,,,,
,Generic,pembrolizumab,,,,,
,Indications,"NSCLC, Melanoma, HCC, BTC, cervical, MCC, RCC, endometrial, cSCC, TNBC, urothelial, cHL, HNSCC, MPM",,,,,
,Mechanism,PD-1 mab,,,,,
,IP,"2028, SB27 (Samsung), GME751 (Sandoz), mAbxience, ABP234 (Amgen)",,,,,
,Clinical Trials,,,,,,
,,KEYNOTE-006,melanoma,,,,
,,KEYNOTE-010,NSCLC,,,,
,,KEYNOTE-012,HNSCC,,,,
,,KEYNOTE-017,MCC,,,,
,,KEYNOTE-042,,,,,
,,KEYNOTE-045,urothelial carcinoma,,,,
,,KEYNOTE-048,HNSCC,,,,
,,KEYNOTE-051,,,,,
,,KEYNOTE-052,urothelial carcinoma,,,,
,,KEYNOTE-054,melanoma,,,,
,,KEYNOTE-057,NMIBC,,,,
,,KEYNOTE-087,cHL,,,,
,,KEYNOTE-091,NSCLC,,,,
,,KEYNOTE-158,cervical,,,,
,,KEYNOTE-170,PMBCL,,,,
,,KEYNOTE-189,NSCLC,,,,
,,KEYNOTE-204,cHL,,,,
,,KEYNOTE-355,TNBC,,,,
,,KEYNOTE-394,HCC,,,,
,,KEYNOTE-407,NSCLC,,,,
,,KEYNOTE-426,,,,,
,,KEYNOTE-522,TNBC,,,,
,,KEYNOTE-564,RCC,,,,
,,KEYNOTE-581,RCC,,,,
,,KEYNOTE-590,Phase III metastatic esophageal/GEJ,,,,
,,KEYNOTE-671,NSCLC,,,,
,,KEYNOTE-775,endometrial,,,,
,,KEYNOTE-811,Phase III 1L HER2+ G/GEJ,,,,
,,KEYNOTE-826,cervical,,,,
,,KEYNOTE-859,Phase III 1L HER-2-negative metastatic gastric/GEJ,,,,
,,KEYNOTE-868,endometrial,,,,
,,KEYNOTE-869,"Phase Ib/II ""EV-103"" Cohort K",1L mUC cisplatin-ineligible,n=76 with efortumab vedotin,64.5% ORR vs. 45% ORR with EV alone,NCT03288545
,,KEYNOTE-905,EV-303,,,,NCT03924895
,,KEYNOTE-913,MCC,,,,
,,KEYNOTE-966,BTC,,,,
,,KEYNOTE-A18,cervical,,,,
,,KEYNOTE-A39,EV-302,,,,NCT04223856
,,KEYNOTE-B15,EV-304,,,,NCT04700124
,,,,,,,
,,LEAP-015,,,,"Met ORR & PFS, failed OS",NCT04662710
