Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,Electronic Design Automation,,,,,,,,,,,Price,375.71,
,  50% of revenue,,,,,,,,,,,Shares,152.970249,Q122
,,,,,,,,,,,,MC,57472.45225179,
,IP & System Integration,,,,,,,,,,,Cash,1720.521,Q122
,  41% of revenue,,,,,,,,,,,Debt,23.775,Q122
,,,,,,,,,,,,EV,55775.70625179,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,CEO: Aart de Geus,,
