Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,Name,MOA,Economics,Indication,Phase,,,,,Price,47.08,
,KT-474,IRAK4,SNY,"HS, AD",II,,,,,Shares,65.119568,Q125
,KT-621,STAT6,1,Autoimmune,I,,,,,MC,3065.8292614399998,
,KT-333,STAT3,discontinued,,I,,,,,Cash,775.485,Q125
,KT-253,MDM2,discontinued,,,,,,,Debt,0.0,Q125
,KT-295,TYK2,,,,,,,,EV,2290.3442614399996,
,,FIC Autoimmune,,,,,,,,,,
,,CDK2,GILD,,,,,,,,,
,,,,,,,,,,PIC,1606.475,Q125
,,,,,,,,,,AD,820.191,Q125
,,,,,,,,,,,,
,,,,,,Vertex collaboration,,,,,,
,,,,,,IPO: 2020,,,,,,
,,,,,,Founded: 2015,,,,,,
