Main,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
,,2022-04-30 00:00:00,2022-07-31 00:00:00,2022-10-31 00:00:00,2023-01-31 00:00:00,2023-04-30 00:00:00,2023-07-31 00:00:00,2023-10-31 00:00:00,2024-01-31 00:00:00,2024-04-30 00:00:00,2024-07-31 00:00:00,2024-10-31 00:00:00,2025-01-31 00:00:00,2025-04-30 00:00:00,2025-07-31 00:00:00,2025-10-31 00:00:00,2026-01-31 00:00:00,,,2022-01-31 00:00:00,2023-01-31 00:00:00,2024-01-31 00:00:00,2025-01-31 00:00:00,2026-01-31 00:00:00,,
,,Q123,Q223,Q323,Q423,Q124,Q224,Q324,Q424,Q125,Q225,Q325,Q425,Q126,Q226,Q326,Q426,,,FY22,FY23,FY24,FY25,FY26,,
,Customers,35200,37000,39100,40800,43100,45000,46400,47800,49200,,,,,,,,,,,,,,,,
,Average Customer,,,,,,,,,9157.743902439026,,,,,,,,,,,,,,,,
,>100k,1379,1462,1545,1651,1761,1855,1972,2052,2137,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Americas,,,,,222.346,,,,272.093,,,,,,,,,,,,,,,,
,EMEA,,,,,105.123,,,,123.296,,,,,,,,,,,,,,,,
,AsiaPac,,,,,40.811,,,,55.172,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Atlas,,,,,237.756,,,,313.855,,,,,,,,,,,,,,,,
,Other,,,,,116.958,,,,123.041,,,,,,,,,,,,,,,,
,Subscription,,291.607,320.756,348.178,354.714,409.334,418.339,444.939,436.896,463.805,512.205,,,,,,,,,,,,,,
,Services,,12.865,12.865,13.134,13.566,14.457,14.599,13.063,13.665,14.304,17.17,,,,,,,,,,,,,,
,Revenue,,304.47200000000004,333.621,361.312,368.28,423.791,432.938,458.002,450.56100000000004,478.109,529.375,518,544,570,596,622,,,873.782,1284.04,1683.011,1976.045,2332,2798.4,3358.08
,COGS,,93.652,93.652,89.16,97.449,105.337,107.058,114.641,122.697,128.25300000000001,135.33100000000002,134.68,141.44,148.2,154.95999999999998,161.72000000000003,,,259.492,349.30400000000003,424.485,520.961,606.3199999999999,699.5999999999999,839.52
