Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,Price,94.0,
,,,,,,,,,,Shares,80.079757,Q224
,,,,,,,,,,MC,7527.497158,
,,,,,,,,,,Cash,408.0,Q224
,,,,,,,,,,Debt,1995.0,Q224
,,,,,,,,,,EV,9114.497158,
