Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,,,,,,Price,65.0,
,,,,,,,Shares,223.831522,Q125
,,,,,,,MC,14549.04893,
,,,,,,,Cash,322.671,Q125
,,,,,,,Debt,0.0,Q125
,,,,,,,EV,14226.37793,
,,,,,,,,,
,,,,,,,Founded,2017.0,
